,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Opponent17,1.1353530000000092,21.149753000000004,1,0,49,74.0,25.0,1,4,1,2,0,0,1,0,3,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Opponent17,21.149753000000004,30.47746699999999,2,0,85,91.0,6.0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Huskies,30.47746699999999,35.581804999999996,0,0,21,14.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
3,Opponent17,35.581804999999996,53.50335100000001,0,0,59,84.0,25.0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Huskies,53.50335100000001,146.55619199999998,4,0,21,15.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
5,Huskies,146.55619199999998,155.289516,2,0,10,36.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,
6,Opponent17,155.289516,179.601095,4,0,8,35.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Opponent17,179.601095,182.18021000000002,2,0,42,56.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Huskies,182.18021000000002,209.03063100000003,2,0,43,32.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,
9,Huskies,209.03063100000003,215.732941,0,0,37,35.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Opponent17,215.732941,249.360907,7,0,66,93.0,27.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Opponent17,249.360907,346.46350600000005,11,0,75,80.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Opponent17,346.46350600000005,390.250392,4,0,26,68.0,42.0,1,4,1,4,0,0,1,2,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Opponent17,390.250392,406.132523,0,0,46,54.0,8.0,0,2,1,1,0,0,1,0,2,1,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Huskies,406.132523,419.76129800000007,0,0,39,20.0,-19.0,1,3,2,1,0,0,1,0,2,1,0,0,0,3,2,,,,True,,,,True,,,,True,,,,True,,,,,,,,,,,,,,
15,Opponent17,419.76129800000007,443.13846500000005,6,0,27,33.0,6.0,2,6,0,2,0,0,1,0,0,0,0,0,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Huskies,443.13846500000005,458.808333,1,0,42,59.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,
17,Huskies,458.808333,485.614041,3,0,30,72.0,42.0,2,8,0,2,0,0,0,0,3,0,0,0,0,7,0,,,True,True,,True,,True,,,,,,,True,,,True,,,True,,,,,,,,,
