,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
0,Huskies,3.615934999999809,55.37578399999985,5,0,51,34.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,
1,Opponent17,55.37578399999985,64.75698599999987,1,0,62,34.0,-28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Opponent17,64.75698599999987,72.05672199999981,0,0,32,20.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Huskies,72.05672199999981,130.21090300000014,7,0,64,34.0,-30.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
4,Opponent17,130.21090300000014,205.1090949999998,2,0,80,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Opponent17,205.1090949999998,256.635898,2,0,71,91.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Opponent17,256.635898,310.0600159999999,4,0,47,66.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Huskies,310.0600159999999,315.0412280000001,0,0,23,7.0,-16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,
8,Opponent17,315.0412280000001,331.3306330000001,2,0,48,58.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Huskies,331.3306330000001,377.8209860000002,2,0,41,34.0,-7.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,True,,True,,True,,,,True,,,True,,,,,,True,,,,,,,,,
10,Huskies,377.8209860000002,397.91407799999985,4,0,46,64.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Opponent17,397.91407799999985,401.45265100000006,2,0,87,96.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Huskies,401.45265100000006,408.22712199999984,1,0,5,24.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
13,Huskies,408.22712199999984,421.3839269999999,0,0,13,4.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
14,Opponent17,421.3839269999999,431.646053,4,0,76,90.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Opponent17,431.646053,449.90548399999983,5,0,66,34.0,-32.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Opponent17,449.90548399999983,555.2723489999998,4,2,23,34.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent17,555.2723489999998,578.9300680000001,2,0,56,34.0,-22.0,1,3,2,1,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Huskies,578.9300680000001,600.9040249999998,4,0,20,34.0,14.0,1,2,1,2,0,0,1,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,True,,True,,,,,,,,,,,,
19,Opponent17,600.9040249999998,634.1698820000001,2,0,38,34.0,-4.0,1,4,1,2,0,0,1,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Opponent17,634.1698820000001,700.4244450000001,7,0,66,34.0,-32.0,3,9,1,4,0,0,1,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Opponent17,700.4244450000001,729.4394040000003,7,0,14,19.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Huskies,729.4394040000003,782.9732709999997,1,0,32,34.0,2.0,3,6,5,8,0,0,3,4,4,2,0,0,6,,,True,,,True,,True,,,,True,,,True,,,,,,True,,,,,,,,,
23,Opponent17,782.9732709999997,836.3465489999999,1,0,13,34.0,21.0,3,7,3,4,2,0,4,0,0,0,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Huskies,836.3465489999999,858.0026309999997,1,0,13,100.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
25,Opponent17,858.0026309999997,892.8550009999999,4,0,48,34.0,-14.0,6,13,2,8,0,0,2,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Huskies,892.8550009999999,959.9284469999997,9,1,52,69.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,
27,Huskies,959.9284469999997,967.1599569999997,0,0,47,34.0,-13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,
28,Opponent17,967.1599569999997,970.7994,2,0,27,33.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Opponent17,970.7994,974.5827800000003,1,0,31,41.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Huskies,974.5827800000003,979.856541,0,0,55,34.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,
31,Huskies,979.856541,985.399806,0,0,44,37.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,
32,Opponent17,985.399806,1108.0108220000004,8,1,20,34.0,14.0,3,9,4,11,0,0,5,2,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Opponent17,1108.0108220000004,1118.4566990000003,0,0,81,34.0,-47.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Huskies,1118.4566990000003,1124.449256,2,0,13,20.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
35,Opponent17,1124.449256,1174.127665,2,0,67,71.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Huskies,1174.127665,1193.2040390000002,2,0,71,34.0,-37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,
37,Opponent17,1193.2040390000002,1207.9672799999996,0,0,29,34.0,5.0,0,0,0,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Huskies,1207.9672799999996,1216.640464,2,0,38,34.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
